Age,BusinessTravel,Department,DistanceFromHome,EducationField,EnvironmentSatisfaction,Gender,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PerformanceRating,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsInCurrentRole,Attrition
35,Travel_Rarely,Sales,1,Marketing,2,Male,Sales Executive,3,Married,4717,9,No,3,15,2,3,9,No
40,Travel_Rarely,Research & Development,6,Life Sciences,2,Female,Manufacturing Director,3,Single,13237,7,No,3,22,3,3,6,No
39,Travel_Frequently,Research & Development,8,Life Sciences,3,Female,Laboratory Technician,3,Married,3755,1,No,3,8,3,3,3,No
31,Travel_Rarely,Sales,2,Life Sciences,2,Male,Sales Executive,4,Single,6582,4,Yes,3,10,2,4,5,No
42,Travel_Rarely,Research & Development,24,Medical,4,Male,Manufacturing Director,1,Married,7406,1,Yes,4,10,5,2,9,No
45,Travel_Rarely,Sales,2,Other,4,Male,Sales Executive,2,Married,4805,0,No,3,9,3,4,7,No
26,Travel_Frequently,Human Resources,17,Life Sciences,2,Female,Human Resources,3,Divorced,2741,0,Yes,3,8,2,2,7,Yes
29,Travel_Rarely,Research & Development,19,Technical Degree,4,Male,Manufacturing Director,4,Divorced,4262,4,No,3,8,2,4,2,No
33,Travel_Rarely,Research & Development,1,Medical,1,Female,Research Director,3,Divorced,16184,4,No,3,10,2,3,1,No
31,Travel_Rarely,Sales,7,Life Sciences,3,Male,Manager,4,Divorced,11557,9,No,4,10,3,2,4,No
18,Travel_Frequently,Sales,5,Marketing,2,Male,Sales Representative,2,Single,1878,1,Yes,3,0,3,3,0,Yes
40,Non-Travel,Sales,28,Other,3,Male,Sales Executive,1,Divorced,10932,3,No,3,20,2,3,0,No
41,Non-Travel,Research & Development,2,Other,1,Female,Healthcare Representative,3,Single,6811,2,Yes,3,10,3,3,7,No
26,Travel_Rarely,Sales,29,Medical,1,Male,Sales Executive,3,Divorced,4306,5,No,3,8,5,3,0,No
35,Travel_Rarely,Sales,1,Medical,1,Female,Sales Executive,3,Single,4859,1,No,3,5,3,3,4,No
34,Travel_Rarely,Sales,21,Life Sciences,4,Male,Sales Executive,4,Single,5337,1,No,3,10,3,3,7,No
26,Travel_Rarely,Research & Development,24,Technical Degree,3,Male,Laboratory Technician,4,Single,2340,1,Yes,3,1,3,1,0,Yes
37,Travel_Rarely,Research & Development,1,Technical Degree,2,Female,Manufacturing Director,4,Single,7491,4,No,3,12,3,4,5,No
46,Travel_Frequently,Research & Development,18,Medical,1,Female,Healthcare Representative,3,Married,10527,5,No,3,28,3,2,2,No
41,Travel_Rarely,Sales,2,Life Sciences,2,Female,Manager,1,Married,16595,7,No,3,22,2,3,16,No
37,Non-Travel,Sales,9,Medical,1,Male,Sales Executive,2,Divorced,8834,1,No,3,9,6,3,5,No
52,Travel_Rarely,Research & Development,6,Technical Degree,4,Male,Research Scientist,1,Divorced,5577,3,Yes,3,18,3,3,9,No
32,Non-Travel,Sales,11,Other,4,Male,Sales Executive,3,Married,4707,8,No,3,6,2,3,2,Yes
24,Travel_Frequently,Sales,24,Medical,4,Male,Sales Representative,4,Married,2400,0,No,3,3,3,3,2,No
38,Travel_Rarely,Research & Development,10,Medical,3,Female,Healthcare Representative,3,Married,9824,3,No,3,18,4,3,0,No
37,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,Manufacturing Director,2,Married,6447,6,No,3,8,2,2,5,No
49,Travel_Rarely,Research & Development,18,Life Sciences,4,Male,Research Director,3,Divorced,19502,1,Yes,3,31,5,3,9,No
24,Travel_Rarely,Research & Development,23,Medical,2,Male,Research Scientist,4,Married,2725,1,Yes,3,6,3,3,5,No
26,Travel_Rarely,Sales,28,Marketing,1,Male,Sales Executive,2,Married,6272,1,No,4,6,5,4,3,No
24,Travel_Rarely,Research & Development,17,Other,4,Male,Laboratory Technician,2,Married,2127,1,No,4,1,2,3,0,No
50,Travel_Frequently,Human Resources,3,Medical,1,Male,Manager,2,Married,18200,1,No,3,32,2,3,5,No
25,Travel_Rarely,Sales,13,Medical,2,Male,Sales Representative,3,Married,2096,1,No,3,7,1,3,4,No
24,Travel_Frequently,Research & Development,7,Life Sciences,1,Female,Laboratory Technician,3,Married,2886,1,Yes,3,6,4,3,3,Yes
30,Travel_Frequently,Sales,12,Life Sciences,2,Male,Sales Representative,1,Married,2033,1,No,3,1,2,4,0,Yes
34,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Research Scientist,4,Married,3622,1,Yes,3,6,3,3,5,No
31,Travel_Rarely,Sales,13,Medical,2,Male,Sales Executive,1,Divorced,4233,2,No,3,9,2,1,1,Yes
35,Travel_Rarely,Research & Development,25,Other,1,Male,Laboratory Technician,4,Single,3681,4,No,3,9,3,3,2,No
31,Travel_Rarely,Sales,6,Medical,1,Male,Sales Executive,4,Divorced,5460,4,No,4,13,4,4,7,No
27,Travel_Rarely,Research & Development,6,Medical,1,Female,Research Scientist,3,Divorced,2187,0,No,3,6,5,2,3,No
37,Travel_Rarely,Sales,2,Marketing,4,Male,Sales Executive,3,Married,9602,4,Yes,3,17,3,2,0,No
20,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Research Scientist,2,Single,2836,1,No,3,1,0,4,0,No
42,Travel_Rarely,Research & Development,2,Life Sciences,3,Female,Healthcare Representative,4,Married,4089,1,No,3,10,4,3,2,No
43,Travel_Rarely,Research & Development,6,Other,2,Male,Research Director,4,Divorced,16627,4,Yes,3,21,3,2,0,No
38,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,Research Scientist,1,Single,2619,3,No,3,8,3,2,0,No
43,Travel_Frequently,Research & Development,9,Medical,4,Male,Laboratory Technician,3,Divorced,5679,3,Yes,3,10,3,3,7,No
48,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Manager,1,Married,15402,7,No,3,21,3,1,2,No
44,Travel_Rarely,Human Resources,1,Life Sciences,1,Female,Human Resources,3,Single,5985,4,No,3,10,1,4,2,No
34,Travel_Rarely,Sales,14,Technical Degree,3,Female,Sales Representative,3,Divorced,2579,1,Yes,3,8,3,3,2,No
27,Travel_Rarely,Sales,2,Marketing,3,Male,Sales Representative,1,Divorced,3041,0,No,3,5,3,3,3,Yes
21,Travel_Rarely,Sales,22,Technical Degree,3,Male,Sales Representative,3,Single,3447,1,No,3,3,2,3,2,No
44,Travel_Rarely,Research & Development,3,Other,4,Male,Manager,4,Married,19513,4,Yes,3,26,2,4,2,No
22,Travel_Rarely,Research & Development,6,Medical,1,Male,Research Scientist,3,Married,2773,0,No,4,3,3,3,2,No
33,Travel_Rarely,Sales,8,Marketing,3,Male,Sales Executive,3,Divorced,7104,0,No,3,6,3,3,0,No
32,Travel_Rarely,Research & Development,9,Life Sciences,1,Female,Research Scientist,4,Married,6322,1,Yes,3,6,2,2,4,No
30,Travel_Frequently,Research & Development,3,Medical,3,Female,Research Scientist,3,Divorced,2083,1,No,4,1,2,3,0,No
53,Travel_Rarely,Sales,1,Medical,4,Female,Sales Executive,1,Single,8381,7,No,4,18,2,4,7,No
34,Travel_Rarely,Research & Development,1,Life Sciences,2,Male,Research Scientist,4,Married,2691,1,No,3,10,4,2,9,No
45,Travel_Frequently,Sales,26,Life Sciences,1,Female,Sales Executive,1,Married,4286,2,No,3,5,4,3,1,Yes
26,Travel_Rarely,Research & Development,6,Life Sciences,3,Female,Laboratory Technician,4,Married,2659,1,Yes,3,3,2,3,2,No
37,Travel_Rarely,Research & Development,3,Other,3,Male,Manufacturing Director,3,Married,9434,1,No,3,10,2,3,7,No
29,Travel_Rarely,Sales,3,Medical,2,Female,Sales Executive,3,Married,5561,1,No,3,6,5,2,0,No
35,Travel_Rarely,Research & Development,6,Life Sciences,2,Male,Research Scientist,4,Single,6646,1,No,3,17,3,3,11,No
33,Travel_Frequently,Research & Development,6,Life Sciences,3,Male,Healthcare Representative,4,Divorced,7725,3,No,4,15,2,1,11,No
54,Travel_Rarely,Human Resources,19,Medical,3,Male,Human Resources,2,Married,10725,2,No,3,16,1,4,7,No
36,Travel_Rarely,Research & Development,9,Medical,2,Male,Manufacturing Director,2,Divorced,8847,2,Yes,3,13,2,3,2,No
27,Travel_Rarely,Research & Development,3,Medical,1,Male,Research Scientist,4,Single,2045,0,No,3,5,0,3,2,No
20,Travel_Rarely,Research & Development,10,Medical,4,Male,Research Scientist,3,Single,1009,1,Yes,3,1,5,3,0,Yes
33,Travel_Frequently,Research & Development,3,Life Sciences,1,Male,Research Scientist,1,Single,3348,1,Yes,3,10,3,3,8,Yes
35,Non-Travel,Research & Development,3,Life Sciences,3,Male,Laboratory Technician,3,Married,1281,1,No,3,1,3,3,0,No
23,Travel_Rarely,Research & Development,4,Medical,1,Male,Research Scientist,1,Married,2819,2,No,3,5,3,4,2,No
25,Travel_Rarely,Sales,8,Life Sciences,4,Male,Sales Executive,2,Married,4851,0,No,4,4,4,3,2,No
38,Travel_Rarely,Sales,7,Marketing,4,Female,Sales Executive,4,Single,4028,0,No,4,8,2,3,7,No
29,Travel_Frequently,Research & Development,1,Life Sciences,2,Male,Research Scientist,4,Divorced,2720,1,No,3,10,5,3,7,No
48,Travel_Rarely,Sales,2,Marketing,2,Male,Sales Executive,2,Married,8120,3,No,3,12,3,3,2,No
27,Travel_Frequently,Sales,3,Medical,4,Female,Sales Executive,4,Divorced,4647,1,Yes,4,6,3,3,5,No
37,Travel_Rarely,Research & Development,10,Life Sciences,4,Male,Research Scientist,4,Single,4680,3,No,3,4,2,3,0,No
50,Travel_Rarely,Research & Development,28,Medical,4,Male,Laboratory Technician,3,Married,3221,1,Yes,3,20,3,3,8,No
34,Travel_Rarely,Research & Development,9,Medical,4,Female,Healthcare Representative,2,Single,8621,1,No,3,9,3,4,7,No
24,Travel_Rarely,Sales,3,Life Sciences,1,Female,Sales Executive,3,Single,4577,9,No,3,4,3,3,2,Yes
39,Travel_Rarely,Research & Development,2,Technical Degree,4,Female,Healthcare Representative,3,Single,4553,1,No,3,20,4,3,7,No
32,Travel_Rarely,Sales,10,Marketing,4,Male,Sales Executive,4,Single,5396,1,No,3,10,2,2,7,No
50,Travel_Frequently,Sales,8,Technical Degree,2,Male,Sales Executive,3,Married,6796,3,Yes,3,18,4,3,3,Yes
38,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,Healthcare Representative,4,Single,7625,0,No,3,10,4,2,7,No
27,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,Manufacturing Director,1,Married,7412,1,No,3,9,3,3,7,No
32,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,Research Director,4,Single,11159,3,No,3,10,6,3,7,No
47,Travel_Rarely,Sales,14,Marketing,4,Male,Sales Executive,1,Single,4960,2,No,3,20,2,3,7,No
40,Travel_Frequently,Sales,5,Life Sciences,4,Male,Sales Executive,1,Married,10475,5,Yes,4,20,2,3,13,No
53,Travel_Rarely,Research & Development,7,Life Sciences,3,Male,Research Director,3,Married,14814,3,No,3,32,3,3,1,No
41,Travel_Rarely,Human Resources,10,Human Resources,2,Male,Manager,4,Divorced,19141,3,No,3,23,2,2,6,No
60,Travel_Rarely,Sales,16,Marketing,1,Male,Sales Executive,1,Single,5405,8,No,3,10,1,3,2,No
27,Travel_Frequently,Research & Development,10,Life Sciences,4,Male,Manufacturing Director,1,Divorced,8793,1,No,4,9,4,2,7,No
41,Travel_Rarely,Human Resources,1,Human Resources,4,Male,Manager,3,Married,19189,1,No,3,22,3,3,7,No
50,Travel_Rarely,Sales,8,Marketing,4,Male,Sales Representative,2,Married,3875,7,No,3,4,2,3,2,No
28,Travel_Rarely,Research & Development,1,Life Sciences,1,Female,Research Scientist,2,Single,2216,7,Yes,3,10,4,3,7,Yes
36,Non-Travel,Research & Development,8,Life Sciences,1,Female,Research Director,1,Married,11713,9,No,3,10,2,3,7,No
38,Travel_Rarely,Research & Development,1,Life Sciences,3,Female,Manufacturing Director,3,Single,7861,4,Yes,3,10,4,4,0,No
44,Non-Travel,Research & Development,24,Medical,1,Male,Laboratory Technician,3,Single,3708,2,No,3,9,5,3,2,No
47,Travel_Frequently,Sales,3,Medical,4,Female,Sales Executive,3,Divorced,13770,9,Yes,3,28,2,2,2,No
30,Travel_Rarely,Sales,27,Marketing,3,Male,Sales Executive,4,Divorced,5304,7,No,4,10,2,2,7,No
29,Travel_Rarely,Sales,10,Life Sciences,3,Male,Sales Representative,3,Single,2642,1,No,3,1,6,3,0,No
42,Travel_Frequently,Research & Development,19,Medical,3,Male,Research Scientist,3,Divorced,2759,6,Yes,3,7,2,3,2,Yes
43,Travel_Frequently,Sales,15,Life Sciences,4,Male,Sales Executive,4,Married,6804,3,No,3,7,5,3,2,No
34,Travel_Rarely,Research & Development,8,Medical,2,Female,Healthcare Representative,3,Single,6142,3,No,3,10,2,3,1,No
23,Travel_Rarely,Research & Development,9,Medical,2,Male,Laboratory Technician,1,Married,2500,1,No,3,5,2,4,3,No
39,Travel_Rarely,Human Resources,3,Human Resources,3,Female,Human Resources,2,Married,6389,9,No,3,12,3,1,3,No
56,Travel_Rarely,Research & Development,9,Medical,3,Male,Healthcare Representative,4,Married,11103,7,No,3,30,1,2,7,No
40,Travel_Rarely,Research & Development,2,Medical,4,Female,Research Scientist,4,Single,2342,0,Yes,4,5,2,2,2,No
27,Travel_Rarely,Research & Development,7,Medical,4,Female,Healthcare Representative,1,Single,6811,8,No,3,9,2,1,6,No
29,Travel_Rarely,Sales,10,Marketing,4,Male,Sales Representative,2,Divorced,2297,1,No,3,2,2,3,2,No
53,Travel_Rarely,Research & Development,6,Life Sciences,4,Male,Laboratory Technician,4,Single,2450,2,No,3,19,4,3,2,No
35,Non-Travel,Research & Development,2,Life Sciences,4,Female,Healthcare Representative,1,Divorced,5093,2,No,3,16,2,4,0,No
32,Travel_Frequently,Research & Development,24,Life Sciences,1,Male,Laboratory Technician,4,Married,5309,1,No,3,10,2,3,8,No
38,Travel_Rarely,Research & Development,2,Medical,4,Male,Research Scientist,3,Married,3057,6,Yes,3,6,0,1,0,No
34,Travel_Rarely,Research & Development,8,Life Sciences,2,Female,Manufacturing Director,1,Divorced,5121,3,No,3,7,3,3,0,No
52,Travel_Rarely,Sales,3,Marketing,3,Male,Manager,1,Married,16856,1,No,3,34,3,4,6,No
33,Travel_Rarely,Research & Development,1,Other,4,Male,Research Scientist,4,Single,2686,1,Yes,3,10,2,2,9,Yes
25,Travel_Rarely,Sales,26,Medical,3,Female,Sales Executive,4,Single,6180,1,No,4,6,5,2,5,No
45,Travel_Rarely,Sales,2,Technical Degree,2,Male,Sales Representative,3,Single,6632,0,No,3,9,3,3,7,No
23,Travel_Rarely,Research & Development,10,Medical,1,Male,Research Scientist,3,Single,3505,1,No,3,2,3,3,2,No
47,Travel_Frequently,Sales,27,Life Sciences,2,Female,Sales Executive,3,Single,6397,4,Yes,3,8,2,3,4,Yes
34,Travel_Rarely,Sales,2,Other,4,Male,Sales Executive,4,Single,6274,1,No,4,6,5,3,5,No
55,Travel_Rarely,Research & Development,2,Medical,4,Male,Manager,1,Married,19859,5,Yes,3,24,2,3,2,Yes
36,Non-Travel,Sales,8,Life Sciences,1,Male,Sales Executive,1,Single,7587,1,No,3,10,1,3,7,No
52,Non-Travel,Research & Development,19,Medical,4,Male,Research Scientist,4,Married,4258,0,No,3,5,3,3,3,No
26,Travel_Frequently,Research & Development,1,Life Sciences,1,Female,Laboratory Technician,4,Divorced,4364,3,No,3,5,2,3,2,No
29,Travel_Rarely,Research & Development,27,Medical,2,Female,Healthcare Representative,3,Married,4335,4,No,3,11,3,2,7,No
26,Travel_Rarely,Sales,8,Technical Degree,4,Male,Sales Executive,1,Single,5326,6,No,3,6,2,2,3,Yes
34,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,Research Scientist,4,Single,3280,2,No,3,10,2,3,2,No
54,Travel_Rarely,Research & Development,19,Medical,4,Female,Manufacturing Director,1,Divorced,5485,9,Yes,3,9,4,3,3,No
27,Travel_Frequently,Sales,8,Marketing,3,Male,Sales Executive,4,Married,4342,0,No,3,5,3,3,2,No
37,Travel_Rarely,Research & Development,10,Life Sciences,4,Female,Research Scientist,1,Divorced,2782,0,Yes,3,6,3,2,3,No
38,Travel_Frequently,Research & Development,2,Life Sciences,1,Female,Manufacturing Director,1,Single,5980,6,Yes,3,17,2,3,7,No
34,Travel_Rarely,Research & Development,2,Medical,3,Female,Research Scientist,1,Single,4381,1,No,3,6,3,3,5,No
35,Travel_Rarely,Sales,8,Life Sciences,1,Female,Sales Representative,4,Married,2572,1,No,3,3,1,2,2,No
30,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Laboratory Technician,3,Married,3833,3,No,4,7,2,3,2,No
40,Travel_Frequently,Research & Development,2,Medical,3,Female,Healthcare Representative,2,Married,4244,1,No,4,8,2,3,7,No
34,Travel_Rarely,Sales,8,Life Sciences,3,Female,Sales Executive,1,Married,6500,5,No,3,6,1,3,2,No
42,Travel_Frequently,Research & Development,8,Life Sciences,2,Male,Manager,4,Divorced,18430,1,No,3,24,4,2,7,No
23,Travel_Rarely,Research & Development,6,Life Sciences,3,Male,Laboratory Technician,1,Married,1601,1,Yes,4,1,2,3,0,Yes
24,Non-Travel,Research & Development,9,Life Sciences,3,Male,Laboratory Technician,2,Divorced,2694,1,No,3,1,4,3,0,No
52,Travel_Rarely,Research & Development,11,Life Sciences,4,Female,Laboratory Technician,3,Married,3149,8,No,4,9,3,3,2,No
50,Travel_Rarely,Research & Development,2,Medical,3,Male,Research Director,3,Married,17639,5,No,3,30,3,3,3,No
29,Travel_Rarely,Research & Development,1,Life Sciences,2,Female,Laboratory Technician,1,Married,2319,1,Yes,3,1,1,3,0,Yes
33,Travel_Rarely,Research & Development,7,Medical,3,Male,Research Director,3,Married,11691,0,No,3,14,3,4,9,No
33,Travel_Rarely,Sales,16,Marketing,1,Female,Sales Executive,1,Single,5324,5,No,3,6,3,3,2,Yes
47,Travel_Rarely,Research & Development,2,Other,3,Female,Manager,4,Married,16752,1,Yes,3,26,3,2,14,No
36,Travel_Rarely,Research & Development,1,Other,3,Female,Manufacturing Director,2,Married,5228,0,No,3,10,2,3,7,No
29,Travel_Rarely,Research & Development,23,Life Sciences,3,Male,Research Scientist,3,Married,2700,1,No,4,10,3,3,7,No
58,Travel_Rarely,Research & Development,2,Life Sciences,4,Male,Research Director,2,Single,19246,7,Yes,3,40,2,3,15,Yes
35,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Research Scientist,3,Single,2506,3,No,3,7,0,3,2,No
42,Travel_Rarely,Research & Development,1,Life Sciences,4,Female,Manufacturing Director,4,Married,6062,9,Yes,3,8,4,3,3,No
28,Travel_Rarely,Research & Development,2,Medical,3,Male,Research Scientist,3,Single,4382,6,No,3,5,3,2,2,Yes
36,Travel_Rarely,Human Resources,13,Human Resources,3,Male,Human Resources,2,Married,2143,4,No,3,8,2,3,2,No
32,Travel_Rarely,Research & Development,4,Life Sciences,3,Female,Manufacturing Director,3,Married,6162,1,No,3,14,3,3,13,No
40,Travel_Frequently,Research & Development,16,Medical,1,Male,Laboratory Technician,3,Single,5094,6,No,3,10,6,3,0,No
30,Travel_Rarely,Research & Development,2,Medical,3,Female,Manufacturing Director,4,Single,6877,5,Yes,4,12,4,2,0,No
45,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,Research Scientist,3,Single,2274,1,No,3,1,3,3,0,No
42,Travel_Rarely,Research & Development,29,Life Sciences,2,Male,Manufacturing Director,2,Married,4434,1,No,3,10,3,2,8,No
38,Travel_Frequently,Research & Development,12,Life Sciences,1,Male,Healthcare Representative,1,Divorced,6288,2,No,3,13,3,2,3,No
34,Travel_Frequently,Research & Development,16,Life Sciences,3,Female,Research Scientist,4,Single,2553,1,No,3,6,3,3,2,No
49,Travel_Rarely,Sales,11,Marketing,3,Female,Sales Executive,4,Married,7654,1,No,3,9,3,4,8,Yes
55,Travel_Rarely,Sales,2,Medical,3,Male,Sales Executive,4,Single,5160,4,No,3,12,3,2,7,Yes
43,Travel_Rarely,Research & Development,14,Life Sciences,2,Male,Research Director,1,Married,17159,6,No,4,22,3,3,1,No
27,Travel_Rarely,Research & Development,5,Technical Degree,3,Male,Research Director,4,Divorced,12808,1,Yes,3,9,3,3,8,No
35,Travel_Rarely,Research & Development,7,Other,3,Male,Manufacturing Director,3,Single,10221,3,No,4,17,3,4,5,No
28,Travel_Rarely,Sales,2,Marketing,2,Female,Sales Executive,2,Married,4779,1,Yes,4,8,2,3,7,No
34,Travel_Rarely,Human Resources,3,Human Resources,3,Male,Human Resources,4,Married,3737,0,No,3,4,1,1,2,No
26,Travel_Frequently,Research & Development,5,Medical,3,Female,Research Scientist,3,Married,2366,1,Yes,3,8,2,3,7,Yes
27,Non-Travel,Research & Development,3,Medical,4,Male,Research Scientist,4,Married,1706,1,No,3,0,6,2,0,No
51,Travel_Rarely,Sales,26,Marketing,1,Female,Manager,3,Married,16307,2,No,3,29,2,2,6,No
44,Travel_Rarely,Research & Development,4,Medical,4,Male,Healthcare Representative,2,Single,5933,9,No,3,10,2,2,2,No
25,Travel_Rarely,Research & Development,2,Medical,1,Male,Research Scientist,1,Single,3424,7,No,3,6,3,2,3,No
33,Travel_Rarely,Sales,1,Medical,1,Male,Sales Executive,1,Divorced,4037,1,No,4,9,5,3,8,No
35,Travel_Rarely,Research & Development,27,Medical,3,Female,Research Scientist,1,Single,2559,1,No,3,6,3,2,5,No
36,Travel_Rarely,Sales,1,Life Sciences,2,Male,Sales Executive,4,Married,6201,1,Yes,3,18,1,2,14,No
32,Travel_Rarely,Sales,13,Life Sciences,2,Male,Sales Executive,4,Divorced,4403,2,No,3,8,3,2,2,No
30,Travel_Frequently,Research & Development,5,Life Sciences,2,Male,Research Scientist,4,Divorced,3761,9,No,3,10,3,2,4,No
53,Travel_Rarely,Sales,7,Marketing,1,Female,Sales Executive,4,Married,10934,7,Yes,3,35,3,3,2,No
45,Travel_Rarely,Sales,9,Marketing,4,Male,Sales Executive,1,Divorced,10761,4,Yes,3,18,2,3,4,No
32,Travel_Rarely,Research & Development,8,Medical,3,Female,Research Scientist,3,Married,5175,5,No,3,9,3,2,3,No
52,Travel_Frequently,Research & Development,25,Medical,3,Female,Manufacturing Director,4,Married,13826,3,No,4,31,3,3,8,No
37,Travel_Rarely,Sales,16,Marketing,4,Male,Sales Executive,3,Divorced,6334,4,No,3,9,2,3,0,No
28,Travel_Rarely,Human Resources,8,Medical,2,Male,Human Resources,4,Divorced,4936,1,No,3,6,6,3,1,No
22,Travel_Rarely,Research & Development,1,Life Sciences,4,Male,Manufacturing Director,4,Married,4775,6,No,4,4,2,1,2,No
44,Travel_Rarely,Research & Development,8,Life Sciences,1,Male,Laboratory Technician,4,Married,2818,2,Yes,4,10,2,2,2,No
42,Travel_Frequently,Research & Development,2,Medical,2,Male,Research Scientist,4,Single,2515,5,Yes,3,8,2,3,1,No
36,Travel_Rarely,Human Resources,8,Life Sciences,1,Male,Human Resources,1,Married,2342,0,No,4,6,3,3,4,No
25,Travel_Rarely,Sales,3,Other,3,Male,Sales Executive,1,Married,4194,1,Yes,3,5,3,3,3,No
35,Travel_Rarely,Research & Development,9,Life Sciences,4,Female,Manufacturing Director,3,Married,10685,1,Yes,4,17,2,3,14,No
35,Travel_Frequently,Research & Development,25,Life Sciences,4,Female,Research Scientist,2,Divorced,2022,1,Yes,3,10,3,2,2,Yes
32,Non-Travel,Research & Development,1,Life Sciences,4,Male,Laboratory Technician,4,Divorced,2314,0,No,3,4,2,3,0,No
25,Travel_Rarely,Sales,4,Marketing,3,Male,Sales Executive,1,Married,4256,1,No,3,5,1,4,2,No
49,Travel_Rarely,Research & Development,1,Technical Degree,3,Female,Research Scientist,1,Married,3580,2,No,3,7,2,3,2,No
24,Non-Travel,Research & Development,4,Life Sciences,1,Male,Laboratory Technician,4,Married,3162,0,No,3,6,2,2,2,No
32,Travel_Frequently,Sales,5,Life Sciences,2,Male,Sales Executive,2,Married,6524,1,No,3,10,3,3,8,No
38,Travel_Rarely,Sales,9,Marketing,2,Male,Sales Representative,2,Married,2899,0,No,3,3,3,3,2,No
42,Travel_Rarely,Research & Development,3,Life Sciences,3,Female,Laboratory Technician,4,Married,5231,2,Yes,3,17,1,2,3,No
31,Travel_Rarely,Research & Development,11,Life Sciences,4,Male,Research Scientist,4,Married,2356,3,Yes,3,8,2,3,4,No
29,Travel_Rarely,Sales,1,Medical,2,Female,Sales Representative,3,Divorced,2800,6,Yes,3,5,3,3,2,Yes
53,Travel_Rarely,Sales,8,Marketing,1,Male,Sales Executive,4,Married,11836,5,No,3,28,3,3,0,No
35,Travel_Rarely,Research & Development,25,Technical Degree,4,Male,Manufacturing Director,2,Married,10903,3,No,3,16,2,3,10,No
37,Travel_Frequently,Sales,21,Medical,3,Female,Sales Representative,4,Married,2973,5,No,3,10,3,3,4,No
53,Travel_Rarely,Research & Development,23,Life Sciences,4,Female,Research Director,4,Single,14275,6,No,3,33,0,3,9,No
43,Travel_Frequently,Research & Development,1,Life Sciences,4,Female,Healthcare Representative,4,Married,5562,4,No,3,12,2,2,2,No
47,Travel_Rarely,Sales,2,Marketing,3,Female,Sales Executive,4,Married,4537,0,Yes,4,8,2,3,6,No
37,Non-Travel,Sales,19,Medical,1,Male,Sales Executive,2,Single,7642,1,Yes,3,10,2,3,0,No
50,Non-Travel,Research & Development,2,Life Sciences,1,Male,Manager,1,Divorced,17924,1,No,3,31,3,3,6,No
39,Travel_Rarely,Human Resources,2,Life Sciences,4,Female,Human Resources,4,Married,5204,8,No,3,13,2,3,4,No
33,Travel_Rarely,Human Resources,3,Human Resources,4,Male,Human Resources,2,Divorced,2277,3,Yes,3,7,4,4,3,No
32,Travel_Rarely,Research & Development,25,Life Sciences,1,Male,Laboratory Technician,4,Single,2795,1,Yes,4,1,2,1,0,Yes
29,Travel_Rarely,Research & Development,7,Medical,1,Female,Laboratory Technician,4,Divorced,2532,6,No,3,8,5,3,3,No
44,Travel_Rarely,Research & Development,9,Life Sciences,2,Male,Research Scientist,1,Married,2559,1,Yes,3,8,0,3,7,No
28,Travel_Rarely,Sales,5,Medical,1,Male,Sales Executive,4,Single,4908,1,No,3,4,3,3,2,No
58,Travel_Frequently,Research & Development,2,Life Sciences,4,Male,Laboratory Technician,4,Divorced,2380,9,Yes,3,3,3,2,0,Yes
43,Travel_Rarely,Research & Development,8,Life Sciences,1,Female,Manufacturing Director,2,Divorced,4765,4,No,4,4,2,4,0,No
20,Travel_Rarely,Sales,2,Medical,3,Female,Sales Representative,3,Single,2044,1,No,3,2,3,2,2,Yes
21,Travel_Rarely,Research & Development,18,Other,4,Female,Research Scientist,4,Single,2693,1,No,3,1,3,2,0,Yes
36,Travel_Rarely,Research & Development,14,Life Sciences,3,Male,Healthcare Representative,4,Married,6586,0,Yes,3,17,2,2,8,No
47,Travel_Rarely,Sales,2,Life Sciences,4,Female,Sales Representative,4,Single,3294,1,Yes,3,3,3,2,2,No
22,Travel_Rarely,Research & Development,3,Life Sciences,2,Female,Manufacturing Director,3,Married,4171,0,Yes,3,4,3,4,2,Yes
41,Travel_Rarely,Research & Development,2,Life Sciences,2,Female,Laboratory Technician,4,Divorced,2778,4,Yes,3,10,1,2,7,Yes
28,Travel_Rarely,Research & Development,9,Medical,3,Female,Research Scientist,3,Divorced,2377,5,No,3,6,2,3,2,No
39,Travel_Rarely,Research & Development,6,Medical,4,Male,Laboratory Technician,1,Married,2404,7,Yes,4,8,2,1,2,Yes
27,Travel_Rarely,Research & Development,4,Life Sciences,2,Female,Research Scientist,3,Single,2318,1,No,3,1,2,3,1,No
34,Travel_Rarely,Research & Development,10,Life Sciences,2,Male,Laboratory Technician,2,Divorced,2008,1,No,3,1,3,3,0,No
